Company Name,Industry,Symbol,Series,ISIN Code,Exchange
Country Club Hospitality & Holidays Limited,,CCHHL,EQ,INE652F01027,NSE
CCL Products (India) Limited,Fast Moving Consumer Goods,CCL,EQ,INE421D01022,NSE
Central Depository Services (India) Limited,Financial Services,CDSL,EQ,INE736A01011,NSE
CEAT Limited,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,NSE
Ceigall India Limited,,CEIGALL,EQ,INE0AG901020,NSE
Ceinsys Tech Limited,,CEINSYS,EQ,INE016Q01014,NSE
Celebrity Fashions Limited,,CELEBRITY,EQ,INE185H01016,NSE
Cello World Limited,,CELLO,EQ,INE0LMW01024,NSE
Cemindia Projects Limited,Construction,CEMPRO,EQ,INE686A01026,NSE
Century Enka Limited,,CENTENKA,EQ,INE485A01015,NSE
Century Extrusions Limited,,CENTEXT,EQ,INE281A01026,NSE
Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,NSE
Centrum Capital Limited,,CENTRUM,EQ,INE660C01027,NSE
Centum Electronics Limited,,CENTUM,EQ,INE320B01020,NSE
Century Plyboards (India) Limited,,CENTURYPLY,EQ,INE348B01021,NSE
Cera Sanitaryware Limited,,CERA,EQ,INE739E01017,NSE
CESC Limited,Power,CESC,EQ,INE486A01021,NSE
Concord Enviro Systems Limited,,CEWATER,EQ,INE037Z01029,NSE
Capri Global Capital Limited,Financial Services,CGCL,EQ,INE180C01042,NSE
CG Power and Industrial Solutions Limited,Capital Goods,CGPOWER,EQ,INE067A01029,NSE
Chalet Hotels Limited,Consumer Services,CHALET,EQ,INE427F01016,NSE
Chambal Fertilizers & Chemicals Limited,Chemicals,CHAMBLFERT,EQ,INE085A01013,NSE
Chemplast Sanmar Limited,,CHEMPLASTS,EQ,INE488A01050,NSE
Chennai Petroleum Corporation Limited,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016,NSE
Cheviot Company Limited,,CHEVIOT,EQ,INE974B01016,NSE
Choice International Limited,Financial Services,CHOICEIN,EQ,INE102B01014,NSE
Cholamandalam Investment and Finance Company Limited,Financial Services,CHOLAFIN,EQ,INE121A01024,NSE
Cholamandalam Financial Holdings Limited,Financial Services,CHOLAHLDNG,EQ,INE149A01033,NSE
CIE Automotive India Limited,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010,NSE
Capital India Finance Limited,,CIFL,EQ,INE345H01024,NSE
Cineline India Limited,,CINELINE,EQ,INE704H01022,NSE
Cinevista Limited,,CINEVISTA,EQ,INE039B01026,NSE
Cipla Limited,Healthcare,CIPLA,EQ,INE059A01026,NSE
Clean Science and Technology Limited,Chemicals,CLEAN,EQ,INE227W01023,NSE
Clean Max Enviro Energy Solutions Limited,,CLEANMAX,EQ,INE647U01026,NSE
Chaman Lal Setia Exports Limited,,CLSEL,EQ,INE419D01026,NSE
Caliber Mining and Logistics Limited,,CMLL,EQ,INE11XY01018,NSE
Central Mine Planning & Design Institute Limited,,CMPDI,EQ,INE05HV01027,NSE
CMR Green Technologies Limited,,CMRGREEN,EQ,INE00WV01027,NSE
CMS Info Systems Limited,,CMSINFO,EQ,INE925R01014,NSE
Creative Newtech Limited,,CNL,EQ,INE985W01018,NSE
Coal India Limited,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014,NSE
Coastal Corporation Limited,,COASTCORP,EQ,INE377E01024,NSE
Cochin Shipyard Limited,Capital Goods,COCHINSHIP,EQ,INE704P01025,NSE
John Cockerill India Limited,,COCKERILL,EQ,INE515A01019,NSE
Coforge Limited,Information Technology,COFORGE,EQ,INE591G01025,NSE
Cohance Lifesciences Limited,Healthcare,COHANCE,EQ,INE03QK01018,NSE
Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022,NSE
Comfort Intech Limited,,COMFINTE,EQ,INE819A01049,NSE
Compucom Software Limited,,COMPUSOFT,EQ,INE453B01029,NSE
Commercial Syn Bags Limited,,COMSYN,EQ,INE073V01015,NSE
Container Corporation of India Limited,Services,CONCOR,EQ,INE111A01025,NSE
Concord Biotech Limited,Healthcare,CONCORDBIO,EQ,INE338H01029,NSE
Confidence Petroleum India Limited,,CONFIPET,EQ,INE552D01024,NSE
Control Print Limited,,CONTROLPR,EQ,INE663B01015,NSE
Coral India Finance & Housing Limited,,CORALFINAC,EQ,INE558D01021,NSE
Waterways Leisure Tourism Limited,,CORDELIA,EQ,INE0LZF01013,NSE
Coromandel International Limited,Chemicals,COROMANDEL,EQ,INE169A01031,NSE
CORONA Remedies Limited,,CORONA,EQ,INE02ZQ01018,NSE
COSMO FIRST LIMITED,,COSMOFIRST,EQ,INE757A01017,NSE
CP Capital Limited,,CPCAP,EQ,INE521J01018,NSE
Career Point Edutech Limited,,CPEDU,EQ,INE0P6P01016,NSE
Captain Polyplast Limited,,CPL,EQ,INE536P01021,NSE
Aditya Infotech Limited,Capital Goods,CPPLUS,EQ,INE819V01029,NSE
Craftsman Automation Limited,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,NSE
Canara Robeco Asset Management Company Limited,,CRAMC,EQ,INE218I01013,NSE
Creative Eye Limited,,CREATIVEYE,EQ,INE230B01021,NSE
CREDITACCESS GRAMEEN LIMITED,Financial Services,CREDITACC,EQ,INE741K01010,NSE
Crest Ventures Limited,,CREST,EQ,INE559D01011,NSE
Crisil Limited,Financial Services,CRISIL,EQ,INE007A01025,NSE
Crizac Limited,,CRIZAC,EQ,INE0S4R01014,NSE
Crompton Greaves Consumer Electricals Limited,Consumer Durables,CROMPTON,EQ,INE299U01018,NSE
Crown Lifters Limited,,CROWN,EQ,INE491V01019,NSE
CSB Bank Limited,,CSBBANK,EQ,INE679A01013,NSE
CSL Finance Limited,,CSLFINANCE,EQ,INE718F01018,NSE
CSM Technologies Limited,,CSM,EQ,INE0ZK601013,NSE
Cambridge Technology Enterprises Limited,,CTE,EQ,INE627H01017,NSE
City Union Bank Limited,Financial Services,CUB,EQ,INE491A01021,NSE
Cubex Tubings Limited,,CUBEXTUB,EQ,INE144D01012,NSE
Cummins India Limited,Capital Goods,CUMMINSIND,EQ,INE298A01020,NSE
Cupid Limited,,CUPID,EQ,INE509F01029,NSE
Cura Technologies Limited,,CURAA,EQ,INE117B01020,NSE
Cyient Limited,Information Technology,CYIENT,EQ,INE136B01020,NSE
Cyient DLM Limited,,CYIENTDLM,EQ,INE055S01018,NSE
Dabur India Limited,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026,NSE
Dai-Ichi Karkaria Limited,,DAICHI,EQ,INE928C01010,NSE
Dalmia Bharat Limited,Construction Materials,DALBHARAT,EQ,INE00R701025,NSE
Dalmia Bharat Sugar and Industries Limited,,DALMIASUG,EQ,INE495A01022,NSE
Dam Capital Advisors Limited,,DAMCAPITAL,EQ,INE284H01025,NSE
Dangee Dums Limited,,DANGEE,EQ,INE688Y01022,NSE
Datamatics Global Services Limited,,DATAMATICS,EQ,INE365B01017,NSE
Data Patterns (India) Limited,Capital Goods,DATAPATTNS,EQ,INE0IX101010,NSE
Davangere Sugar Company Limited,,DAVANGERE,EQ,INE179G01029,NSE
D.B.Corp Limited,,DBCORP,EQ,INE950I01011,NSE
Dilip Buildcon Limited,,DBL,EQ,INE917M01012,NSE
Dhampur Bio Organics Limited,,DBOL,EQ,INE0I3401014,NSE
Valor Estate Limited,,DBREALTY,EQ,INE879I01012,NSE
Dishman Carbogen Amcis Limited,,DCAL,EQ,INE385W01011,NSE
DCB Bank Limited,,DCBBANK,EQ,INE503A01015,NSE
Dc Infotech And Communication Limited,,DCI,EQ,INE0A1101019,NSE
DCM Financial Services Limited,,DCMFINSERV,EQ,INE891B01012,NSE
DCM Nouvelle Limited,,DCMNVL,EQ,INE08KP01019,NSE
DCM Shriram Limited,Diversified,DCMSHRIRAM,EQ,INE499A01024,NSE
DCM Shriram Industries Limited,,DCMSRIND,EQ,INE843D01027,NSE
DCW Limited,,DCW,EQ,INE500A01029,NSE
DCX Systems Limited,,DCXINDIA,EQ,INE0KL801015,NSE
Ddev Plastiks Industries Limited,,DDEVPLSTIK,EQ,INE0HR601026,NSE
Deccan Cements Limited,,DECCANCE,EQ,INE583C01021,NSE
Deccan Gold Mines Limited,,DECNGOLD,EQ,INE945F01025,NSE
DEE Development Engineers Limited,,DEEDEV,EQ,INE841L01016,NSE
Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,DEEPAKFERT,EQ,INE501A01019,NSE
Deepak Nitrite Limited,Chemicals,DEEPAKNTR,EQ,INE288B01029,NSE
Deep Industries Limited,,DEEPINDS,EQ,INE0FHS01024,NSE
Delhivery Limited,Services,DELHIVERY,EQ,INE148O01028,NSE
Delta Corp Limited,,DELTACORP,EQ,INE124G01033,NSE
Delta Manufacturing Limited,,DELTAMAGNT,EQ,INE393A01011,NSE
Den Networks Limited,,DEN,EQ,INE947J01015,NSE
De Nora India Limited,,DENORA,EQ,INE244A01016,NSE
Denta Water and Infra Solutions Limited,,DENTA,EQ,INE0R4L01018,NSE
Dev Information Technology Limited,,DEVIT,EQ,INE060X01034,NSE
Dev Accelerator Limited,,DEVX,EQ,INE0VOV01021,NSE
Devyani International Limited,Consumer Services,DEVYANI,EQ,INE872J01023,NSE
Digicontent Limited,,DGCONTENT,EQ,INE03JI01017,NSE
Dhampur Sugar Mills Limited,,DHAMPURSUG,EQ,INE041A01016,NSE
Dhanlaxmi Bank Limited,,DHANBANK,EQ,INE680A01011,NSE
Dhanuka Agritech Limited,,DHANUKA,EQ,INE435G01025,NSE
Dharmaj Crop Guard Limited,,DHARMAJ,EQ,INE00OQ01016,NSE
Dhruv Consultancy Services Limited,,DHRUV,EQ,INE506Z01015,NSE
Dhunseri Investments Limited,,DHUNINV,EQ,INE320L01011,NSE
Diamines & Chemicals Limited,,DIAMINESQ,EQ,INE591D01014,NSE
Prataap Snacks Limited,,DIAMONDYD,EQ,INE393P01035,NSE
DIC India Limited,,DICIND,EQ,INE303A01010,NSE
Diffusion Engineers Limited,,DIFFNKG,EQ,INE184O01015,NSE
Digidrive Distributors Limited,,DIGIDRIVE,EQ,INE0PSC01024,NSE
DiGiSPICE Technologies Limited,,DIGISPICE,EQ,INE927C01020,NSE
Digitide Solutions Limited,,DIGITIDE,EQ,INE0U4701011,NSE
Digjam Limited,,DIGJAMLMTD,EQ,INE731U01028,NSE
Disa India Limited,,DISAQ,EQ,INE131C01011,NSE
Dish TV India Limited,,DISHTV,EQ,INE836F01026,NSE
Divgi Torqtransfer Systems Limited,,DIVGIITTS,EQ,INE753U01022,NSE
Divi's Laboratories Limited,Healthcare,DIVISLAB,EQ,INE361B01024,NSE
Dixon Technologies (India) Limited,Consumer Durables,DIXON,EQ,INE935N01020,NSE
DJ Mediaprint & Logistics Limited,,DJML,EQ,INE0B1K01014,NSE
DLF Limited,Realty,DLF,EQ,INE271C01023,NSE
D-Link (India) Limited,,DLINKINDIA,EQ,INE250K01012,NSE
Avenue Supermarts Limited,Consumer Services,DMART,EQ,INE192R01011,NSE
DMCC SPECIALITY CHEMICALS LIMITED,,DMCC,EQ,INE505A01010,NSE
Diligent Media Corporation Limited,,DNAMEDIA,EQ,INE016M01021,NSE
Dodla Dairy Limited,,DODLA,EQ,INE021O01019,NSE
Dolat Algotech Limited,,DOLATALGO,EQ,INE966A01022,NSE
Dollar Industries Limited,,DOLLAR,EQ,INE325C01035,NSE
Dolphin Offshore Enterprises (India) Limited,,DOLPHIN,EQ,INE920A01037,NSE
DOMS Industries Limited,Fast Moving Consumer Goods,DOMS,EQ,INE321T01012,NSE
Donear Industries Limited,,DONEAR,EQ,INE668D01028,NSE
D. P. Abhushan Limited,,DPABHUSHAN,EQ,INE266Y01019,NSE
Dr Agarwals Eye Hospital Limited,,DRAGARWQ,EQ,INE934C01018,NSE
DRC Systems India Limited,,DRCSYSTEMS,EQ,INE03RS01027,NSE
Dreamfolks Services Limited,,DREAMFOLKS,EQ,INE0JS101016,NSE
Dredging Corporation of India Limited,,DREDGECORP,EQ,INE506A01018,NSE
Dr. Reddy's Laboratories Limited,Healthcare,DRREDDY,EQ,INE089A01031,NSE
Dynacons Systems & Solutions Limited,,DSSL,EQ,INE417B01040,NSE
Dhunseri Tea & Industries Limited,,DTIL,EQ,INE341R01014,NSE
Ducon Infratechnologies Limited,,DUCON,EQ,INE741L01018,NSE
Dhunseri Ventures Limited,,DVL,EQ,INE477B01010,NSE
Dwarikesh Sugar Industries Limited,,DWARKESH,EQ,INE366A01041,NSE
Dynamic Cables Limited,,DYCL,EQ,INE600Y01019,NSE
Dynamatic Technologies Limited,,DYNAMATECH,EQ,INE221B01012,NSE
Dynemic Products Limited,,DYNPRO,EQ,INE256H01015,NSE
Easy Trip Planners Limited,,EASEMYTRIP,EQ,INE07O001026,NSE
GNG Electronics Limited,,EBGNG,EQ,INE18JU01028,NSE
eClerx Services Limited,Services,ECLERX,EQ,INE738I01010,NSE
Edelweiss Financial Services Limited,,EDELWEISS,EQ,INE532F01054,NSE
EFC (I) Limited,,EFCIL,EQ,INE886D01026,NSE
Eicher Motors Limited,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021,NSE
EID Parry India Limited,Fast Moving Consumer Goods,EIDPARRY,EQ,INE126A01031,NSE
Enviro Infra Engineers Limited,,EIEL,EQ,INE0LLY01014,NSE
EIH Associated Hotels Limited,,EIHAHOTELS,EQ,INE276C01014,NSE
EIH Limited,Consumer Services,EIHOTEL,EQ,INE230A01023,NSE
Eimco Elecon (India) Limited,,EIMCOELECO,EQ,INE158B01016,NSE
Everest Kanto Cylinder Limited,,EKC,EQ,INE184H01027,NSE
Elantas Beck India Limited,,ELANTAS,EQ,INE280B01018,NSE
EL CID Investments Limited,,ELCIDIN,EQ,INE927X01018,NSE
Eldeco Housing And Industries Limited,,ELDEHSG,EQ,INE668G01021,NSE
Elecon Engineering Company Limited,Capital Goods,ELECON,EQ,INE205B01031,NSE
Electrosteel Castings Limited,,ELECTCAST,EQ,INE086A01029,NSE
Electrotherm (India) Limited,,ELECTHERM,EQ,INE822G01016,NSE
Elgi Equipments Limited,Capital Goods,ELGIEQUIP,EQ,INE285A01027,NSE
Elgi Rubber Company Limited,,ELGIRUBCO,EQ,INE819L01012,NSE
Elin Electronics Limited,,ELIN,EQ,INE050401020,NSE
Elitecon International Limited,,ELITECON,EQ,INE669R01026,NSE
Ellenbarrie Industrial Gases Limited,,ELLEN,EQ,INE236E01022,NSE
Elpro International Limited,,ELPROINTL,EQ,INE579B01039,NSE
Emami Limited,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032,NSE
Emami Realty Limited,,EMAMIREAL,EQ,INE778K01012,NSE
Embassy Developments Limited,,EMBDL,EQ,INE069I01010,NSE
Emcure Pharmaceuticals Limited,Healthcare,EMCURE,EQ,INE168P01015,NSE
Electronics Mart India Limited,,EMIL,EQ,INE02YR01019,NSE
Emkay Global Financial Services Limited,,EMKAY,EQ,INE296H01011,NSE
Emmvee Photovoltaic Power Limited,Capital Goods,EMMVEE,EQ,INE1C6T01020,NSE
EMS Limited,,EMSLIMITED,EQ,INE0OV601013,NSE
eMudhra Limited,,EMUDHRA,EQ,INE01QM01018,NSE
Endurance Technologies Limited,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037,NSE
Energy Development Company Limited,,ENERGYDEV,EQ,INE306C01019,NSE
Engineers India Limited,Construction,ENGINERSIN,EQ,INE510A01028,NSE
Entertainment Network (India) Limited,,ENIL,EQ,INE265F01028,NSE
Siemens Energy India Limited,Capital Goods,ENRIN,EQ,INE1NPP01017,NSE
Entero Healthcare Solutions Limited,,ENTERO,EQ,INE010601016,NSE
EPACK Durable Limited,,EPACK,EQ,INE0G5901015,NSE
EPack Prefab Technologies Limited,,EPACKPEB,EQ,INE0MLS01022,NSE
Epigral Limited,,EPIGRAL,EQ,INE071N01016,NSE
EPL Limited,,EPL,EQ,INE255A01020,NSE
Equitas Small Finance Bank Limited,,EQUITASBNK,EQ,INE063P01018,NSE
Eris Lifesciences Limited,Healthcare,ERIS,EQ,INE406M01024,NSE
Esab India Limited,,ESABINDIA,EQ,INE284A01012,NSE
Escorts Kubota Limited,Capital Goods,ESCORTS,EQ,INE042A01014,NSE
Essar Shipping Limited,,ESSARSHPNG,EQ,INE122M01019,NSE
Integra Essentia Limited,,ESSENTIA,EQ,INE418N01035,NSE
Ester Industries Limited,,ESTER,EQ,INE778B01029,NSE
ETERNAL LIMITED,Consumer Services,ETERNAL,EQ,INE758T01015,NSE
Ethos Limited,,ETHOSLTD,EQ,INE04TZ01018,NSE
Eureka Forbes Limited,,EUREKAFORB,EQ,INE0KCE01017,NSE
Euro Panel Products Limited,,EUROBOND,EQ,INE505V01016,NSE
Euro Pratik Sales Limited,,EUROPRATIK,EQ,INE198501012,NSE
Eveready Industries India Limited,,EVEREADY,EQ,INE128A01029,NSE
Excel Industries Limited,,EXCELINDUS,EQ,INE369A01029,NSE
Excelsoft Technologies Limited,,EXCELSOFT,EQ,INE606N01019,NSE
Exicom Tele-Systems Limited,,EXICOM,EQ,INE777F01014,NSE
Exide Industries Limited,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020,NSE
Expleo Solutions Limited,,EXPLEOSOL,EQ,INE201K01015,NSE
Exxaro Tiles Limited,,EXXARO,EQ,INE0GFE01026,NSE
Fabtech Technologies Limited,,FABTECH,EQ,INE0HF201011,NSE
Fertilizers and Chemicals Travancore Limited,Chemicals,FACT,EQ,INE188A01015,NSE
Faze Three Limited,,FAZE3Q,EQ,INE963C01033,NSE
Fineotex Chemical Limited,,FCL,EQ,INE045J01034,NSE
FCS Software Solutions Limited,,FCSSOFT,EQ,INE512B01022,NSE
FDC Limited,,FDC,EQ,INE258B01022,NSE
Fedders Holding Limited,,FEDDERSHOL,EQ,INE417D01020,NSE
The Federal Bank  Limited,Financial Services,FEDERALBNK,EQ,INE171A01029,NSE
Fedbank Financial Services Limited,,FEDFINA,EQ,INE007N01010,NSE
Fermenta Biotech Limited,,FERMENTA,EQ,INE225B01021,NSE
Fiberweb (India) Limited,,FIBERWEB,EQ,INE296C01020,NSE
Fiem Industries Limited,,FIEMIND,EQ,INE737H01014,NSE
Filatex India Limited,,FILATEX,EQ,INE816B01035,NSE
Filatex Fashions Limited,,FILATFASH,EQ,INE185E01021,NSE
Finolex Cables Limited,Capital Goods,FINCABLES,EQ,INE235A01022,NSE
Fine Organic Industries Limited,,FINEORG,EQ,INE686Y01026,NSE
Finkurve Financial Services Limited,,FINKURVE,EQ,INE734I01027,NSE
Fino Payments Bank Limited,,FINOPB,EQ,INE02NC01014,NSE
Finolex Industries Limited,,FINPIPE,EQ,INE183A01024,NSE
Brainbees Solutions Limited,Consumer Services,FIRSTCRY,EQ,INE02RE01045,NSE
Fischer Medical Ventures Limited,,FISCHER,EQ,INE771F01041,NSE
Five-Star Business Finance Limited,Financial Services,FIVESTAR,EQ,INE128S01021,NSE
Flair Writing Industries Limited,,FLAIR,EQ,INE00Y201027,NSE
Gujarat Fluorochemicals Limited,Chemicals,FLUOROCHEM,EQ,INE09N301011,NSE
Federal-Mogul Goetze (India) Limited.,,FMGOETZE,EQ,INE529A01010,NSE
Foods & Inns Limited,,FOODSIN,EQ,INE976E01023,NSE
FORCE MOTORS LTD,Automobile and Auto Components,FORCEMOT,EQ,INE451A01017,NSE
Fortis Healthcare Limited,Healthcare,FORTIS,EQ,INE061F01013,NSE
Foseco India Limited,,FOSECOIND,EQ,INE519A01011,NSE
Fractal Analytics Limited,,FRACTAL,EQ,INE212S01015,NSE
Frontier Springs Limited,,FRONTSP,EQ,INE572D01014,NSE
Firstsource Solutions Limited,Services,FSL,EQ,INE684F01012,NSE
Fusion Finance Limited,,FUSION,EQ,INE139R01012,NSE
Gabriel India Limited,Automobile and Auto Components,GABRIEL,EQ,INE524A01029,NSE
Gujarat Ambuja Exports Limited,,GAEL,EQ,INE036B01030,NSE
GAIL (India) Limited,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019,NSE
Gala Precision Engineering Limited,,GALAPREC,EQ,INE0RE001014,NSE
Galaxy Surfactants Limited,,GALAXYSURF,EQ,INE600K01018,NSE
Gallantt Ispat Limited,Capital Goods,GALLANTT,EQ,INE297H01019,NSE
Gandhar Oil Refinery (India) Limited,,GANDHAR,EQ,INE717W01049,NSE
Gandhi Special Tubes Limited,,GANDHITUBE,EQ,INE524B01027,NSE
Ganesha Ecosphere Limited,,GANECOS,EQ,INE845D01014,NSE
Ganesh Consumer Products Limited,,GANESHCP,EQ,INE652V01016,NSE
GANESH HOUSING LIMITED,,GANESHHOU,EQ,INE460C01014,NSE
Ganga Forging Limited,,GANGAFORGE,EQ,INE691Z01023,NSE
Ganges Securities Limited,,GANGESSECU,EQ,INE335W01016,NSE
Garware Technical Fibres Limited,,GARFIBRES,EQ,INE276A01018,NSE
Garuda Construction and Engineering Limited,,GARUDA,EQ,INE0JVO01026,NSE
Gateway Distriparks Limited,,GATEWAY,EQ,INE079J01017,NSE
Gayatri Highways Limited,,GAYAHWS,EQ,INE287Z01012,NSE
Gretex Corporate Services Limited,,GCSL,EQ,INE199P01028,NSE
Geekay Wires Limited,,GEEKAYWIRE,EQ,INE669X01032,NSE
Gem Aromatics Limited,,GEMAROMA,EQ,INE06XZ01023,NSE
Generic Engineering Construction and Projects Limited,,GENCON,EQ,INE854S01022,NSE
Genesys International Corporation Limited,,GENESYS,EQ,INE727B01026,NSE
Genus Paper & Boards Limited,,GENUSPAPER,EQ,INE949P01018,NSE
Genus Power Infrastructures Limited,,GENUSPOWER,EQ,INE955D01029,NSE
Geojit Financial Services Limited,,GEOJITFSL,EQ,INE007B01023,NSE
The Great Eastern Shipping Company Limited,Services,GESHIP,EQ,INE017A01032,NSE
GFL Limited,,GFLLIMITED,EQ,INE538A01037,NSE
GHCL Limited,,GHCL,EQ,INE539A01019,NSE
GHCL Textiles Limited,,GHCLTEXTIL,EQ,INE0PA801013,NSE
GIC Housing Finance Limited,,GICHSGFIN,EQ,INE289B01019,NSE
Globe International Carriers Limited,,GICL,EQ,INE947T01022,NSE
General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014,NSE
Gillanders Arbuthnot & Company Limited,,GILLANDERS,EQ,INE047B01011,NSE
Gillette India Limited,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010,NSE
Gujarat Industries Power Company Limited,,GIPCL,EQ,INE162A01010,NSE
GK Energy Limited,,GKENERGY,EQ,INE1AG301022,NSE
Gujarat Kidney And Super Speciality Limited,,GKSL,EQ,INE0V0W01025,NSE
GKW Limited,,GKWLIMITED,EQ,INE528A01020,NSE
Gland Pharma Limited,Healthcare,GLAND,EQ,INE068V01023,NSE
GlaxoSmithKline Pharmaceuticals Limited,Healthcare,GLAXO,EQ,INE159A01016,NSE
Glenmark Pharmaceuticals Limited,Healthcare,GLENMARK,EQ,INE935A01035,NSE
Gujarat Lease Financing Limited,,GLFL,EQ,INE540A01017,NSE
Global Education Limited,,GLOBAL,EQ,INE291W01037,NSE
Globale Tessile Limited,,GLOBALE,EQ,INE0URU01010,NSE
Global Vectra Helicorp Limited,,GLOBALVECT,EQ,INE792H01019,NSE
GLOBE ENTERPRISES (INDIA) LIMITED,,GLOBE,EQ,INE581X01021,NSE
Globe Civil Projects Limited,,GLOBECIVIL,EQ,INE0V3U01015,NSE
Globus Spirits Limited,,GLOBUSSPR,EQ,INE615I01010,NSE
Gloster Limited,,GLOSTERLTD,EQ,INE350Z01018,NSE
GM Breweries Limited,,GMBREW,EQ,INE075D01018,NSE
Gujarat Mineral Development Corporation Limited,Metals & Mining,GMDCLTD,EQ,INE131A01031,NSE
GMM Pfaudler Limited,,GMMPFAUDLR,EQ,INE541A01023,NSE
GMR AIRPORTS LIMITED,Services,GMRAIRPORT,EQ,INE776C01039,NSE
GMR Power and Urban Infra Limited,,GMRP&UI,EQ,INE0CU601026,NSE
GNA Axles Limited,,GNA,EQ,INE934S01014,NSE
Gujarat Narmada Valley Fertilizers and Chemicals Limited,,GNFC,EQ,INE113A01013,NSE
Gujarat Natural Resources Limited,,GNRL,EQ,INE207H01018,NSE
Goa Carbon Limited,,GOACARBON,EQ,INE426D01013,NSE
GOCL Corporation Limited,,GOCLCORP,EQ,INE077F01035,NSE
Go Fashion (India) Limited,,GOCOLORS,EQ,INE0BJS01011,NSE
Godavari Biorefineries Limited,,GODAVARIB,EQ,INE497S01012,NSE
Godfrey Phillips India Limited,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,NSE
Go Digit General Insurance Limited,Financial Services,GODIGIT,EQ,INE03JT01014,NSE
Godrej Agrovet Limited,,GODREJAGRO,EQ,INE850D01014,NSE
Godrej Consumer Products Limited,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028,NSE
Godrej Industries Limited,Diversified,GODREJIND,EQ,INE233A01035,NSE
Godrej Properties Limited,Realty,GODREJPROP,EQ,INE484J01027,NSE
Gokaldas Exports Limited,,GOKEX,EQ,INE887G01027,NSE
Gokul Refoils and Solvent Limited,,GOKUL,EQ,INE020J01029,NSE
Gokul Agro Resources Limited,,GOKULAGRO,EQ,INE314T01033,NSE
Goldiam International Limited,,GOLDIAM,EQ,INE025B01025,NSE
Goodluck India Limited,,GOODLUCK,EQ,INE127I01024,NSE
Goodyear India Limited,,GOODYEAR,EQ,INE533A01012,NSE
Gopal Snacks Limited,,GOPAL,EQ,INE0L9R01028,NSE
Goyal Aluminiums Limited,,GOYALALUM,EQ,INE705X01026,NSE
Godawari Power And Ispat limited,Capital Goods,GPIL,EQ,INE177H01039,NSE
Gujarat Pipavav Port Limited,,GPPL,EQ,INE517F01014,NSE
GPT Healthcare Limited,,GPTHEALTH,EQ,INE486R01017,NSE
GPT Infraprojects Limited,,GPTINFRA,EQ,INE390G01014,NSE
Gradiente Infotainment Limited,,GRADIENTE,EQ,INE361K01017,NSE
Grand Oak Canyons Distillery Limited,,GRANDOAK,EQ,INE926B01016,NSE
Granules India Limited,Healthcare,GRANULES,EQ,INE101D01020,NSE
Graphite India Limited,Capital Goods,GRAPHITE,EQ,INE371A01025,NSE
Grasim Industries Limited,Construction Materials,GRASIM,EQ,INE047A01021,NSE
Grauer & Weil India Limited,,GRAUWEIL,EQ,INE266D01021,NSE
Graviss Hospitality Limited,,GRAVISSHO,EQ,INE214F01026,NSE
Gravita India Limited,Metals & Mining,GRAVITA,EQ,INE024L01027,NSE
Greaves Cotton Limited,,GREAVESCOT,EQ,INE224A01026,NSE
Greenlam Industries Limited,,GREENLAM,EQ,INE544R01021,NSE
Greenpanel Industries Limited,,GREENPANEL,EQ,INE08ZM01014,NSE
Greenply Industries Limited,,GREENPLY,EQ,INE461C01038,NSE
Orient Green Power Company Limited,,GREENPOWER,EQ,INE999K01014,NSE
Grindwell Norton Limited,,GRINDWELL,EQ,INE536A01023,NSE
G R Infraprojects Limited,,GRINFRA,EQ,INE201P01022,NSE
GRM Overseas Limited,,GRMOVER,EQ,INE192H01020,NSE
The Grob Tea Company Limited,,GROBTEA,EQ,INE646C01018,NSE
Billionbrains Garage Ventures Limited,Financial Services,GROWW,EQ,INE0HOQ01053,NSE
GRP Limited,,GRPLTD,EQ,INE137I01015,NSE
Garden Reach Shipbuilders & Engineers Limited,Capital Goods,GRSE,EQ,INE382Z01011,NSE
Garware Hi-Tech Films Limited,,GRWRHITECH,EQ,INE291A01017,NSE
Gujarat State Fertilizers & Chemicals Limited,,GSFC,EQ,INE026A01025,NSE
Global Surfaces Limited,,GSLSU,EQ,INE0JSX01015,NSE
GSP Crop Science Limited,,GSPCROP,EQ,INE713R01022,NSE
GSS Infotech Limited,,GSS,EQ,INE871H01011,NSE
GTL Limited,,GTL,EQ,INE043A01012,NSE
